,id,category,question,answer,difficulty
401,401,SQL,Как реализовать горизонтальное шардирование с балансировкой нагрузки между узлами?,Разделите данные на шардированные таблицы на разных узлах и используйте балансировщик нагрузки для распределения запросов между ними. Пример: HASH SHARDING или RANGE SHARDING.,5
402,402,SQL,Как обеспечить безопасность данных с помощью шифрования на уровне базы данных?,"Используйте встроенные механизмы шифрования, такие как Transparent Data Encryption (TDE), или шифрование данных на уровне приложений перед записью в базу.",5
403,403,SQL,Как реализовать сложные аналитические запросы в системах OLAP?,"Используйте многомерные выражения (MDX), оконные функции и специализированные базы данных для OLAP, такие как Amazon Redshift или Google BigQuery, для выполнения сложных аналитических запросов.",5
404,404,SQL,"Как организовать работу с большими объемами неструктурированных данных, например, JSON или XML, в реляционной базе данных?","Используйте JSONB или XML типы данных в PostgreSQL, JSON функции в MySQL, или специальные хранилища, такие как MongoDB для неструктурированных данных.",5
405,405,SQL,Как настроить сложную ETL-процедуру с использованием хранимых процедур и триггеров?,"Напишите хранимую процедуру для обработки данных на каждом этапе ETL, используйте триггеры для автоматического запуска ETL процессов на основе событий. Пример: CREATE PROCEDURE и CREATE TRIGGER.",5
406,406,SQL,Как использовать распределенные транзакции и обеспечить консистентность данных в распределенной базе данных?,Используйте двухфазный коммит (2PC) для обеспечения атомарности распределенных транзакций. Пример: BEGIN DISTRIBUTED TRANSACTION; COMMIT;,5
407,407,SQL,Как реализовать версионирование данных и отслеживание изменений в базе данных?,"Используйте механизмы версионирования, такие как temporal tables в SQL Server, или создайте свои версии таблиц с метками времени и идентификаторами версий.",5
408,408,SQL,Как использовать MapReduce для обработки больших объемов данных в SQL?,Воспользуйтесь возможностями интеграции SQL с Apache Hadoop или Spark для выполнения MapReduce задач. Пример: CREATE EXTERNAL TABLE и использование функций для распределенной обработки данных.,5
409,409,SQL,"Как настроить и управлять кластером баз данных с использованием инструмента, такого как Apache Cassandra?","Настройте кластер с помощью nodetool, используйте консистентные хэши для шардирования и обеспечьте репликацию с помощью настроек replication_factor и consistency_level.",5
410,410,SQL,Как реализовать миграции данных между различными версиями схемы базы данных без остановки сервиса?,"Используйте стратегию «blue-green deployment» и инструменты миграции, такие как Liquibase или Flyway, для выполнения миграций на лету, минимизируя простои.",5
411,411,SQL,Как реализовать сложные межбазовые запросы с использованием разных типов СУБД?,"Используйте технологии, такие как FDW (Foreign Data Wrapper) в PostgreSQL, или создайте внешний сервис для агрегации данных из разных СУБД. Пример: CREATE SERVER и CREATE FOREIGN TABLE.",5
412,412,SQL,Как обеспечить согласованность данных в условиях высокой нагрузки и частых изменений?,"Используйте подходы к управлению конкурентностью, такие как Multi-Version Concurrency Control (MVCC), настройте параметры блокировок и уровни изоляции транзакций.",5
413,413,SQL,Как создать и использовать UDF (User Defined Functions) для специфических задач?,"Создайте UDF с помощью CREATE FUNCTION для выполнения специфических вычислений или логики, которая не поддерживается встроенными функциями SQL. Пример: CREATE FUNCTION имя_функции (параметры) RETURNS тип_данных AS BEGIN ... END;.",5
414,414,SQL,"Как использовать SQL для обработки данных в реальном времени, например, с использованием потоков?","Используйте инструменты, такие как Apache Kafka и Kafka Streams, в сочетании с ksqlDB для обработки потоков данных в реальном времени с помощью SQL-подобных запросов.",5
415,415,SQL,Как реализовать отказоустойчивость и балансировку нагрузки в кластере базы данных?,"Используйте инструменты для управления кластерами, такие как pgpool-II, Patroni или MySQL Group Replication, чтобы обеспечить балансировку нагрузки и автоматическое переключение на резервные узлы.",5
416,416,SQL,Как интегрировать SQL базы данных с NoSQL хранилищами для гибридного подхода к хранению данных?,"Используйте двухуровневую архитектуру с SQL для структурированных данных и NoSQL для неструктурированных. Используйте средства интеграции, такие как Apache Sqoop, для перемещения данных между системами.",5
417,417,SQL,Как управлять транзакциями и параллелизмом в условиях высоконагруженных систем?,"Настройте уровни изоляции транзакций, используйте методы блокировки и управление параллелизмом, такие как pessimistic и optimistic locking.",5
418,418,SQL,Как использовать хранимые процедуры для управления сложными бизнес-процессами?,"Разработайте сложные хранимые процедуры для выполнения цепочек операций, включающих управление ошибками, транзакции и обработку данных. Пример: CREATE PROCEDURE и использование управляющих конструкций, таких как BEGIN TRY...END CATCH.",5
419,419,SQL,Как реализовать и управлять схемой данных для Data Warehousing (DWH)?,"Спроектируйте и создайте звездообразную или снежинку-схему для DWH, используя индексы и партиционирование, а также ETL процессы для наполнения хранилища данных.",5
420,420,SQL,"Как настроить и управлять политиками безопасности данных, такими как row-level security?",Используйте row-level security (RLS) в PostgreSQL для контроля доступа на уровне строк: CREATE POLICY и ALTER TABLE ... ENABLE ROW LEVEL SECURITY.,5
421,421,SQL,Как реализовать оптимизацию запросов с использованием hints и query планов?,"Используйте hints в SQL запросах, чтобы направлять оптимизатор, например, /*+ INDEX(table_name index_name) */, или настройте query планы вручную.",5
422,422,SQL,Как организовать мониторинг и алертинг для базы данных в условиях 24/7 работы?,"Настройте системы мониторинга, такие как Prometheus или Zabbix, для отслеживания метрик базы данных и настроек алертинга для быстрого реагирования на инциденты.",5
423,423,SQL,Как реализовать multi-master репликацию с высокой доступностью?,"Используйте решения для multi-master репликации, такие как Galera Cluster или MySQL Group Replication, для обеспечения высокой доступности и консистентности данных.",5
424,424,DL,Что такое нейронная сеть?,"Нейронная сеть — это вычислительная модель, состоящая из взаимосвязанных узлов (нейронов), которые имитируют работу человеческого мозга.",1
425,425,DL,Что такое Deep Learning?,"Deep Learning — это подмножество машинного обучения, в котором используются глубокие нейронные сети для решения сложных задач.",1
426,426,DL,Что такое обучающая выборка?,"Обучающая выборка — это набор данных, используемый для обучения модели машинного обучения.",1
427,427,DL,Что такое тестовая выборка?,"Тестовая выборка — это набор данных, используемый для оценки производительности модели после её обучения.",1
428,428,DL,Что такое сверточная нейронная сеть (CNN)?,"CNN — это тип нейронной сети, который особенно хорошо работает с анализом изображений.",1
429,429,DL,Что такое функция активации?,"Функция активации — это математическая функция, которая решает, активировать ли нейрон, на основе входных данных.",1
430,430,DL,Что такое функция потерь?,"Функция потерь — это функция, измеряющая разницу между предсказанием модели и реальными данными.",1
431,431,DL,Что такое градиентный спуск?,"Градиентный спуск — это оптимизационный алгоритм, который используется для минимизации функции потерь.",1
432,432,DL,Что такое эпоха в машинном обучении?,Эпоха — это один полный проход через весь обучающий набор данных.,1
433,433,DL,Что такое переобучение?,"Переобучение — это ситуация, когда модель слишком хорошо запоминает обучающие данные и плохо обобщает на новые данные.",1
434,434,DL,Что такое недообучение?,"Недообучение — это ситуация, когда модель не способна уловить основные зависимости в данных.",1
435,435,DL,Какой тип данных чаще всего используется для обучения нейронных сетей?,Чаще всего используются данные в виде векторов чисел.,1
436,436,DL,Что такое обратное распространение ошибки?,Обратное распространение ошибки — это метод вычисления градиента функции потерь для обновления весов в нейронной сети.,1
437,437,DL,Что такое вес в нейронной сети?,"Вес — это параметр, который умножает входное значение нейрона, определяя вклад этого входа в выход нейрона.",1
438,438,DL,Что такое нейрон?,"Нейрон — это базовый элемент нейронной сети, который получает входы, применяет к ним весовые коэффициенты и передает результат на выход.",1
439,439,DL,Что такое Softmax?,"Softmax — это функция активации, которая преобразует набор значений в вероятности.",1
440,440,DL,Что такое LSTM?,"LSTM (Long Short-Term Memory) — это тип рекуррентной нейронной сети, которая способна запоминать долгосрочные зависимости.",1
441,441,DL,Что такое обучение с учителем?,"Обучение с учителем — это подход, при котором модель обучается на размеченных данных, где каждой входной переменной соответствует известный выход.",1
442,442,DL,Что такое обучение без учителя?,"Обучение без учителя — это подход, при котором модель пытается выявить скрытые зависимости в данных, не имея заранее известных меток.",1
443,443,DL,Что такое Dropout?,"Dropout — это техника регуляризации, при которой случайные нейроны отключаются во время обучения для предотвращения переобучения.",1
444,444,DL,Что такое ReLU?,"ReLU (Rectified Linear Unit) — это функция активации, которая возвращает 0 для отрицательных значений и само значение для положительных.",1
445,445,DL,Что такое Batch Normalization?,"Batch Normalization — это техника, которая нормализует входы каждого слоя, улучшая стабильность и скорость обучения.",1
446,446,DL,Что такое датасет?,"Датасет — это набор данных, который используется для обучения, валидации или тестирования модели машинного обучения.",1
447,447,DL,Что такое обучающий алгоритм?,"Обучающий алгоритм — это метод, используемый для нахождения оптимальных параметров модели на основе обучающих данных.",1
448,448,DL,Что такое валидационная выборка?,"Валидационная выборка — это часть данных, используемая для подбора гиперпараметров модели и оценки её промежуточной производительности.",1
449,449,DL,Что такое SGD?,"SGD (Stochastic Gradient Descent) — это разновидность градиентного спуска, которая обновляет веса модели по одному примеру за раз.",1
450,450,DL,Что такое эмбеддинг?,"Эмбеддинг — это способ представления категориальных данных в виде числовых векторов, которые могут быть поданы на вход нейронной сети.",1
451,451,DL,Что такое плотный слой?,"Плотный слой (Dense Layer) — это слой нейронной сети, в котором каждый нейрон соединен с каждым нейроном следующего слоя.",1
452,452,DL,Что такое One-Hot Encoding?,"One-Hot Encoding — это способ представления категориальных данных, при котором каждый уникальный класс кодируется вектором с единицей на соответствующей позиции и нулями на остальных.",1
453,453,DL,Что такое ROC-кривая?,"ROC-кривая (Receiver Operating Characteristic) — это график, отображающий производительность бинарного классификатора на всех порогах дискриминации.",1
454,454,DL,Что такое биас (смещение) в нейронной сети?,"Биас (смещение) — это параметр, добавляемый к сумме взвешенных входов нейрона, который помогает модели лучше подгоняться к данным.",2
455,455,DL,Что такое RNN?,"RNN (Recurrent Neural Network) — это тип нейронной сети, которая имеет циклические связи и может учитывать последовательность данных.",2
456,456,DL,В чем разница между обучением с подкреплением и обучением с учителем?,"Обучение с подкреплением направлено на обучение модели на основе взаимодействия с окружающей средой и получения наград, а обучение с учителем использует заранее размеченные данные для обучения.",2
457,457,DL,Что такое гиперпараметры?,"Гиперпараметры — это параметры, которые не обучаются, а задаются до начала обучения модели (например, скорость обучения, количество слоев).",2
458,458,DL,Что такое ансамблирование?,Ансамблирование — это метод улучшения производительности модели путем объединения прогнозов нескольких моделей.,2
459,459,DL,Что такое точность (accuracy)?,Точность — это доля правильных предсказаний модели от общего числа предсказаний.,2
460,460,DL,Что такое Cross-Entropy Loss?,"Cross-Entropy Loss — это функция потерь, которая измеряет расхождение между предсказанными вероятностями и истинными метками классов.",2
461,461,DL,Что такое Transfer Learning?,"Transfer Learning — это метод, при котором предварительно обученная модель используется для решения новой задачи.",2
462,462,DL,Что такое генеративно-состязательная сеть (GAN)?,"GAN — это тип модели, состоящей из двух нейронных сетей: генератора, создающего данные, и дискриминатора, различающего настоящие и сгенерированные данные.",2
463,463,DL,Что такое autoencoder?,"Autoencoder — это тип нейронной сети, который обучается воспроизводить входные данные на выходе, часто используется для уменьшения размерности.",2
464,464,DL,Что такое overfitting и underfitting?,"Overfitting — это ситуация, когда модель слишком хорошо запоминает обучающие данные, а underfitting — когда модель не способна уловить основные зависимости в данных.",2
465,465,DL,Какова роль активационной функции в нейронной сети?,"Активационная функция определяет, будет ли нейрон активирован и передаст ли он сигнал на следующий слой.",2
466,466,DL,Что такое Adam?,"Adam — это адаптивный метод оптимизации градиентного спуска, который учитывает моменты первого и второго порядка.",2
467,467,DL,Что такое сигмоида?,"Сигмоида — это функция активации, которая преобразует входное значение в диапазон от 0 до 1.",2
468,468,DL,Какова роль функции потерь в обучении нейронной сети?,"Функция потерь оценивает, насколько хорошо модель предсказывает данные, и направляет процесс обновления весов.",2
469,469,DL,Какой формат данных обычно используется для обучения моделей в Deep Learning?,"Обычно используются числовые векторы, представляющие признаки объектов.",2
470,470,DL,Что такое регуляризация?,"Регуляризация — это методы, применяемые для предотвращения переобучения модели.",2
471,471,DL,Каковы основные компоненты нейронной сети?,"Основные компоненты — это входной слой, скрытые слои, выходной слой, веса, функции активации и функция потерь.",2
472,472,DL,Что такое PCA?,"PCA (Principal Component Analysis) — это метод уменьшения размерности данных, выделяющий главные компоненты.",2
473,473,DL,В чем заключается задача классификации?,Задача классификации заключается в присвоении входным данным одного из нескольких заранее известных классов.,2
474,474,DL,Что такое Sequence-to-Sequence модель?,"Sequence-to-Sequence модель — это модель, которая преобразует входную последовательность в выходную, часто используется в задачах перевода.",2
475,475,DL,Что такое токенизация?,"Токенизация — это процесс разбиения текста на отдельные элементы, такие как слова или подслова.",2
476,476,DL,Какой тип данных обрабатывают CNN?,CNN в основном обрабатывают данные в виде изображений.,2
477,477,DL,Что такое leaky ReLU?,"Leaky ReLU — это модификация функции активации ReLU, которая позволяет небольшой отрицательный наклон вместо обрезки отрицательных значений.",2
478,478,DL,Как определить переобучение модели?,"Переобучение можно определить, когда модель показывает высокую точность на обучающих данных и низкую на тестовых.",2
479,479,DL,Как работает batch gradient descent?,Batch gradient descent обновляет веса модели на основе средней градиентной ошибки по всему обучающему набору данных.,2
480,480,DL,Что такое skip-gram модель?,"Skip-gram — это модель Word2Vec, которая обучает представления слов, предсказывая контекстные слова на основе центрального слова.",2
481,481,DL,Какова цель оптимизатора в нейронной сети?,Оптимизатор находит минимумы функции потерь путем обновления весов модели на основе вычисленных градиентов.,2
482,482,DL,Какое преимущество дает использование Batch Normalization?,"Batch Normalization ускоряет обучение и делает модель более стабильной, уменьшая необходимость тщательной настройки гиперпараметров.",2
483,483,DL,Что такое Attention в контексте нейронных сетей?,"Attention — это механизм, который позволяет модели сосредотачиваться на определенных частях входных данных, игнорируя остальные, для улучшения качества предсказаний.",3
484,484,DL,Какова основная идея трансформеров?,"Трансформеры — это архитектура, которая полагается на механизмы внимания для обработки последовательностей, заменяя рекуррентные сети и сверточные слои.",3
485,485,DL,В чем разница между LSTM и GRU?,"LSTM имеет три гейта (входной, забывающий и выходной), а GRU объединяет входной и забывающий гейты в один, что делает GRU проще и быстрее, но иногда менее точным.",3
486,486,DL,Что такое Residual Connections в ResNet?,"Residual Connections — это прямые соединения, которые позволяют информации пропускаться через слои, помогая бороться с затуханием градиентов в глубоких сетях.",3
487,487,DL,Как работает алгоритм Backpropagation Through Time (BPTT)?,"BPTT — это метод, который разворачивает рекуррентные нейронные сети во времени и применяет обратное распространение ошибки для обновления весов на каждом временном шаге.",3
488,488,DL,Какой формат данных ожидает рекуррентная нейронная сеть (RNN)?,"RNN ожидает последовательность данных, которая может быть представлена как последовательность векторов или временных рядов.",3
489,489,DL,Как работают GRU и LSTM для решения проблемы исчезающего градиента?,"GRU и LSTM используют специальные гейты для контроля потока информации, что позволяет моделям лучше сохранять долгосрочные зависимости и снижать влияние исчезающего градиента.",3
490,490,DL,Что такое word embeddings и как они используются?,"Word embeddings — это плотные векторные представления слов, которые захватывают семантические значения и используются для улучшения понимания текста моделями.",3
491,491,DL,Как осуществляется обработка последовательностей в трансформерах?,"Трансформеры обрабатывают последовательности параллельно, используя механизмы внимания, что позволяет учитывать контекст каждого элемента последовательности.",3
492,492,DL,Какое преимущество дает использование ResNet по сравнению с обычными сверточными сетями?,"ResNet позволяет строить гораздо более глубокие сети, избегая проблемы затухания градиентов благодаря Residual Connections.",3
493,493,DL,В чем заключается идея Fine-tuning в Transfer Learning?,"Fine-tuning — это процесс подстройки предварительно обученной модели к новой задаче, обычно путем обучения последних слоев на новых данных.",3
494,494,DL,Что такое Masked Language Modeling и где оно используется?,"Masked Language Modeling — это техника, в которой некоторые слова в предложении заменяются масками, и задача модели предсказать скрытые слова. Она используется в моделях типа BERT.",3
495,495,DL,Что такое Encoder и Decoder в Seq2Seq моделях?,"Encoder обрабатывает входную последовательность и преобразует её в скрытое представление, а Decoder использует это представление для генерации выходной последовательности.",3
496,496,DL,Как GRU справляется с проблемой исчезающего градиента?,"GRU контролирует поток информации с помощью гейтов, которые позволяют выбирать, какие части информации сохранять и какие игнорировать, предотвращая исчезновение градиентов.",3
497,497,DL,Что такое Layer Normalization и как оно отличается от Batch Normalization?,"Layer Normalization нормализует входы каждого слоя индивидуально, в отличие от Batch Normalization, которая нормализует входы по мини-батчам. Layer Normalization особенно полезна в RNN и трансформерах.",3
498,498,DL,Что такое BERT и для чего он используется?,"BERT (Bidirectional Encoder Representations from Transformers) — это модель для обработки естественного языка, обученная на двунаправленном контексте, что позволяет ей лучше понимать смысл текста.",3
499,499,DL,Какова роль Encoder в трансформерной модели?,"Encoder в трансформере кодирует входные данные в скрытое представление, которое содержит информацию о всех элементах последовательности.",3
500,500,DL,Почему использование Dropout полезно в нейронных сетях?,"Dropout снижает вероятность переобучения, случайно отключая нейроны во время обучения, что заставляет модель развивать более устойчивые представления данных.",3
501,501,DL,Что такое Self-Attention в трансформерах?,"Self-Attention — это механизм, который позволяет модели учитывать все элементы последовательности при вычислении представления каждого элемента, что улучшает захват контекста.",3
502,502,DL,Что такое оптимизатор Adam и почему он популярен?,"Adam — это оптимизатор, который объединяет преимущества Adagrad и RMSProp, обеспечивая адаптивную скорость обучения и ускоряя процесс оптимизации.",3
503,503,DL,Какое преимущество дает двунаправленная RNN (Bi-RNN)?,"Bi-RNN обрабатывает данные в двух направлениях — вперед и назад, что позволяет лучше учитывать контекст и улучшает качество предсказаний на последовательных данных.",3
504,504,DL,В чем основное различие между CNN и RNN?,"CNN лучше всего подходит для обработки данных с пространственной структурой, таких как изображения, тогда как RNN предназначены для работы с последовательными данными, такими как текст или временные ряды.",3
505,505,DL,Как работает механизм внимания в трансформере?,"Механизм внимания в трансформере вычисляет взвешенные суммы всех элементов последовательности, где веса определяются важностью каждого элемента для текущего состояния модели.",3
506,506,DL,Что такое Position Encoding в трансформерах и зачем оно нужно?,"Position Encoding добавляет информацию о порядке элементов в последовательности, поскольку трансформеры обрабатывают элементы параллельно и иначе не учитывают их порядок.",3
507,507,DL,Каковы основные проблемы при обучении глубоких нейронных сетей?,"Основные проблемы включают затухание или взрыв градиентов, переобучение, высокую вычислительную сложность и необходимость большого количества данных для обучения.",3
508,508,DL,В чем разница между dropout и batch normalization?,"Dropout отключает случайные нейроны во время обучения, чтобы уменьшить переобучение, а batch normalization нормализует входы каждого слоя для ускорения и стабилизации обучения.",3
509,509,DL,Как работает обратное распространение ошибки?,"Обратное распространение ошибки вычисляет градиенты функции потерь по весам модели и обновляет их, начиная с выходного слоя и двигаясь обратно к входному.",3
510,510,DL,Что такое иерархическая Softmax и где она применяется?,"Иерархическая Softmax — это метод для ускорения вычислений в задачах классификации с большим числом классов, применяется, например, в языковых моделях.",3
511,511,DL,Что такое Seq2Seq модель с вниманием (Attention)?,"Seq2Seq модель с вниманием улучшает качество предсказаний, позволяя модели фокусироваться на определенных частях входной последовательности при генерации каждого элемента выхода.",3
512,512,DL,Что такое Transformer-XL и как он улучшает работу стандартного трансформера?,"Transformer-XL — это улучшенная версия трансформера, которая сохраняет память о предыдущих сегментах последовательности, что позволяет обрабатывать более длинные зависимости.",3
513,513,DL,Как работает механизм Multi-Head Attention в трансформерах?,"Multi-Head Attention позволяет модели параллельно фокусироваться на разных частях входной последовательности, используя несколько ""голов"" внимания, каждая из которых обучается выявлять разные аспекты данных.",4
514,514,DL,Что такое Layer Attention в трансформерах?,"Layer Attention — это механизм, который взвешивает важность каждого слоя модели на основе информации, проходящей через него, чтобы лучше учитывать влияние каждого слоя на предсказания.",4
515,515,DL,В чем заключается разница между традиционным RNN и LSTM?,"Традиционный RNN может страдать от проблем исчезающего или взрывающегося градиента, тогда как LSTM использует специальные гейты для управления потоком информации и сохранения долгосрочных зависимостей.",4
516,516,DL,Как работает Attention Masking в трансформерах?,"Attention Masking используется для игнорирования определенных позиций в последовательности (например, паддинга или будущих слов в автодекодировании) при вычислении внимания.",4
517,517,DL,Что такое Encoder-Decoder Attention в трансформерах?,"Encoder-Decoder Attention позволяет декодеру трансформера фокусироваться на различных частях выходов энкодера, чтобы точно интерпретировать входные данные при генерации предсказаний.",4
518,518,DL,В чем заключается основной вклад Residual Networks (ResNet) в развитие глубокого обучения?,"ResNet предложил использовать остаточные соединения для преодоления проблемы затухания градиентов, что позволило строить более глубокие нейронные сети с высокой точностью.",4
519,519,DL,Как работает оптимизация в трансформерах?,"Оптимизация в трансформерах включает использование адаптивных оптимизаторов, таких как Adam, и методов, таких как Warmup и Learning Rate Decay, для стабильного обучения глубоких моделей.",4
520,520,DL,Что такое Recurrent Attention и как оно используется?,"Recurrent Attention — это механизм, который применяет внимание на каждом временном шаге RNN, позволяя модели сосредотачиваться на важных частях последовательности в процессе обработки.",4
521,521,DL,Как обучается языковая модель GPT?,"GPT обучается с использованием задачи автодекодирования, предсказывая следующее слово в предложении на основе предыдущих, с использованием трансформерной архитектуры.",4
522,522,DL,Что такое Self-Supervised Learning в контексте обработки текста?,"Self-Supervised Learning — это подход, при котором модель обучается на автоматически генерируемых метках, таких как предсказание скрытых слов в тексте, без необходимости ручной разметки данных.",4
523,523,DL,Как работает механизм Beam Search в задачах генерации текста?,"Beam Search — это метод поиска, который поддерживает несколько лучших кандидатов на каждом шаге генерации, что позволяет улучшить качество предсказаний при генерации текста.",4
524,524,DL,Какой подход используется для обработки очень длинных последовательностей в трансформерах?,"Для обработки длинных последовательностей используются методы, такие как Transformer-XL, который сохраняет память о предыдущих сегментах, или Sparse Attention, который снижает вычислительную сложность.",4
525,525,DL,В чем заключается основной принцип работы модели BERT?,"BERT обучается на задаче Masked Language Modeling и задачах предсказания следующего предложения, что позволяет модели понимать контекст и связи между предложениями.",4
526,526,DL,Как работает функция внимания в двунаправленных трансформерах?,"В двунаправленных трансформерах внимание вычисляется с учетом всей последовательности сразу, что позволяет модели учитывать контекст как с предыдущих, так и с последующих слов.",4
527,527,DL,В чем заключается основное различие между задачей классификации и регрессии в контексте машинного обучения?,"Классификация предсказывает дискретные метки (категории), тогда как регрессия предсказывает непрерывные значения. Например, классификация может использоваться для определения класса объекта, а регрессия — для предсказания цены дома.",4
528,528,DL,Что такое Perplexity и как она используется в оценке языковых моделей?,"Perplexity — это мера того, насколько хорошо языковая модель предсказывает тестовые данные. Меньшие значения perplexity указывают на лучшую модель, которая лучше предсказывает вероятности последовательностей.",4
529,529,DL,Как работает Transfer Learning в NLP?,"Transfer Learning в NLP подразумевает использование предварительно обученных моделей, таких как BERT или GPT, и их подстройку на специализированных задачах, что позволяет быстрее достигать высоких результатов.",4
530,530,DL,Как работает механизм Subword Tokenization?,"Subword Tokenization разбивает слова на более мелкие компоненты (подслова), такие как префиксы и суффиксы, что помогает моделям лучше справляться с редкими и неизвестными словами.",4
531,531,DL,Что такое Sparse Attention и где оно применяется?,"Sparse Attention — это метод, который ограничивает внимание только на важных частях последовательности, снижая вычислительные затраты и улучшая масштабируемость для длинных последовательностей.",4
532,532,DL,Как работает модель GPT-3 и в чем ее основные преимущества?,"GPT-3 — это языковая модель с 175 миллиардами параметров, обученная на огромных объемах текстовых данных, которая может выполнять множество задач NLP без дополнительного обучения (zero-shot learning).",4
533,533,DL,Как работает Zero-Shot Learning в контексте NLP?,"Zero-Shot Learning позволяет модели выполнять задачи, на которых она не была явно обучена, используя обобщенные знания, приобретенные во время обучения на других задачах.",4
534,534,DL,Как работает Encoder-Decoder Attention в моделях перевода текста?,"Encoder-Decoder Attention позволяет декодеру модели фокусироваться на разных частях выходов энкодера, чтобы точно переводить слова и фразы, учитывая контекст всего предложения.",4
535,535,DL,Что такое BPE (Byte-Pair Encoding) и как он используется в моделях обработки текста?,"BPE — это метод токенизации, который итеративно сливает часто встречающиеся пары символов или подслов, создавая более эффективные и компактные представления для языковых моделей.",4
536,536,DL,Как работает модель T5 и чем она отличается от BERT и GPT?,"T5 (Text-To-Text Transfer Transformer) — это модель, которая переводит любую задачу NLP в формат ""текст в текст"", позволяя решать широкий спектр задач с помощью единой архитектуры.",4
537,537,DL,В чем разница между предобучением и дообучением модели?,"Предобучение — это обучение модели на большой общей задаче (например, языковая модель), а дообучение — это адаптация модели к более конкретной задаче (например, классификация тональности).",4
538,538,DL,Как работает оптимизация гиперпараметров в глубоких моделях?,"Оптимизация гиперпараметров включает перебор различных значений гиперпараметров, таких как скорость обучения или размер мини-батча, чтобы найти их комбинацию, дающую наилучшие результаты модели.",4
539,539,DL,Какова роль начальной инициализации весов в обучении нейронных сетей?,Инициализация весов влияет на скорость и качество обучения. Хорошая инициализация может помочь избежать проблем затухающих или взрывающихся градиентов.,4
540,540,DL,Как работает Bidirectional Encoder в трансформерах?,"Bidirectional Encoder позволяет модели учитывать контекст как слева, так и справа от слова при создании его представления, что улучшает качество предсказаний в задачах NLP.",4
541,541,DL,Как работает техника ранней остановки (Early Stopping) в обучении моделей?,"Ранняя остановка прекращает обучение модели, если качество на валидационных данных перестает улучшаться, чтобы избежать переобучения и сохранить лучшую модель.",4
542,542,DL,Что такое Differentiable Programming и как оно связано с глубоким обучением?,"Differentiable Programming — это парадигма, при которой программы строятся таким образом, чтобы их можно было оптимизировать с помощью методов автоматического дифференцирования, что лежит в основе глубокого обучения.",5
543,543,DL,Как работает Attention Mechanism в модели Transformer-XL и какие его основные преимущества?,"В Transformer-XL Attention Mechanism сохраняет память о предыдущих сегментах последовательности, что позволяет обрабатывать более длинные контексты и улучшает понимание последовательностей с долгосрочными зависимостями.",5
544,544,DL,Что такое GAN (Generative Adversarial Network) и как работает ее архитектура?,"GAN состоит из двух нейросетей: генератора, который создает фальшивые данные, и дискриминатора, который пытается отличить их от настоящих. Оба учатся в процессе соревнования, улучшая качество генерируемых данных.",5
545,545,DL,Как работает модель GPT-4 и в чем заключаются ее отличия от GPT-3?,"GPT-4 улучшена по сравнению с GPT-3 за счет увеличенного количества параметров и более сложной архитектуры, что позволяет ей лучше обрабатывать контекст и выполнять более сложные задачи без дополнительного обучения.",5
546,546,DL,Что такое Neuro-Symbolic AI и как оно применяется в глубоких моделях?,"Neuro-Symbolic AI сочетает возможности символического ИИ, связанного с логикой и правилами, с нейронными сетями, что позволяет моделям лучше решать задачи, требующие логических рассуждений и абстракций.",5
547,547,DL,Как работает метод Contrastive Divergence в обучении моделей?,"Contrastive Divergence используется для тренировки моделей, таких как Restricted Boltzmann Machines, путем приближения вероятности распределения данных и выполнения шагов Гиббсовой выборки для обновления весов.",5
548,548,DL,В чем заключаются основные принципы работы модели Turing-NLG?,"Turing-NLG (Natural Language Generation) — это модель генерации текста, построенная на архитектуре трансформера, которая обучена на огромных объемах данных и способна генерировать тексты с высокой степенью связности и грамматической точности.",5
549,549,DL,Что такое Deep Reinforcement Learning и как оно отличается от традиционного Reinforcement Learning?,"Deep Reinforcement Learning использует нейронные сети для аппроксимации функций ценности или политики, что позволяет решать задачи с очень большими и сложными пространствами состояний и действий.",5
550,550,DL,Как работает методика Curriculum Learning в обучении нейронных сетей?,"Curriculum Learning — это методика, при которой модель обучается на данных, начиная с простых задач и постепенно переходя к более сложным, что помогает ускорить обучение и улучшить результаты на сложных задачах.",5
551,551,DL,В чем заключается отличие между Sparse и Dense Attention?,"Dense Attention учитывает все элементы последовательности при вычислении весов внимания, тогда как Sparse Attention ограничивает внимание только на выбранных элементах, что снижает вычислительную сложность и улучшает масштабируемость.",5
552,552,DL,Как работает Self-Supervised Pretraining и почему оно важно для NLP?,"Self-Supervised Pretraining обучает модели на задачах, где метки автоматически создаются из данных (например, предсказание скрытых слов), что позволяет моделям лучше понимать структуру и контекст языка до обучения на специализированных задачах.",5
553,553,DL,Что такое Mixup и как этот метод помогает улучшить обобщающую способность моделей?,"Mixup — это техника аугментации данных, при которой входные данные и их метки линейно комбинируются, создавая новые примеры для обучения, что помогает модели лучше обобщать и предотвращать переобучение.",5
554,554,DL,Как работает методика Adversarial Training и почему она важна?,"Adversarial Training обучает модели на данных с добавленным специально созданным шумом (adversarial examples), чтобы повысить устойчивость модели к таким атакам и улучшить ее обобщающие способности.",5
555,555,DL,В чем заключается роль Vision Transformers (ViT) в компьютерном зрении?,"Vision Transformers (ViT) адаптируют архитектуру трансформеров для задач компьютерного зрения, разделяя изображение на патчи и обрабатывая их как последовательность, что позволяет достигать высоких результатов на задачах классификации и распознавания изображений.",5
